Chaceon sp. BZ-2016,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Portunoidea', 'Geryonidae', 'Chaceon']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Portunoidea', 'Geryonidae', 'Chaceon']"
Eriocheir sinensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']"
Sesarma neglectum,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Sesarmidae', 'Sesarma']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Sesarmidae', 'Sesarma']"
Fenneropenaeus indicus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Fenneropenaeus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Fenneropenaeus']"
Huananpotamon lichuanense,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Potamoidea', 'Potamidae', 'Huananpotamon']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Potamoidea', 'Potamidae', 'Huananpotamon']"
Callianassa ceramica,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Axiidea', 'Callianassidae', 'Callianassa']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Axiidea', 'Callianassidae', 'Callianassa']"
Orconectes punctimanus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Astacoidea', 'Cambaridae', 'Orconectes', 'Procericambarus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Astacoidea', 'Cambaridae', 'Orconectes', 'Procericambarus']"
Callianassa ceramica,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Axiidea', 'Callianassidae', 'Callianassa']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Axiidea', 'Callianassidae', 'Callianassa']"
Alpheus lobidens,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Caridea', 'Alpheoidea', 'Alpheidae', 'Alpheus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Caridea', 'Alpheoidea', 'Alpheidae', 'Alpheus']"
Dynomene pilumnoides,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Dromiacea', 'Dromioidea', 'Dynomenidae', 'Dynomene']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Dromiacea', 'Dromioidea', 'Dynomenidae', 'Dynomene']"
Panulirus cygnus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Achelata', 'Palinuroidea', 'Palinuridae', 'Panulirus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Achelata', 'Palinuroidea', 'Palinuridae', 'Panulirus']"
Chaceon granulatus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Portunoidea', 'Geryonidae', 'Chaceon']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Portunoidea', 'Geryonidae', 'Chaceon']"
Eriocheir hepuensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']"
Eriocheir japonica,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']"
Eriocheir sinensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Varunidae', 'Eriocheir']"
Squilla mantis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Hoplocarida', 'Stomatopoda', 'Squillidae', 'Squilla']","['Eumalacostraca', 'Hoplocarida', 'Stomatopoda', 'Squillidae', 'Squilla']"
Grapsus tenuicrustatus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Grapsidae', 'Grapsus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Grapsidae', 'Grapsus']"
Eulimnogammarus verrucosus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Peracarida', 'Amphipoda', 'Senticaudata', 'Gammarida', 'Gammaridira', 'Gammaroidea', 'Eulimnogammaridae', 'Eulimnogammarinae', 'Eulimnogammarus']","['Eumalacostraca', 'Peracarida', 'Amphipoda', 'Senticaudata', 'Gammarida', 'Gammaridira', 'Gammaroidea', 'Eulimnogammaridae', 'Eulimnogammarinae', 'Eulimnogammarus']"
Gondogeneia antarctica,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Peracarida', 'Amphipoda', 'Senticaudata', 'Hadziida', 'Calliopioidea', 'Pontogeneiidae', 'Gondogeneia']","['Eumalacostraca', 'Peracarida', 'Amphipoda', 'Senticaudata', 'Hadziida', 'Calliopioidea', 'Pontogeneiidae', 'Gondogeneia']"
Panulirus ornatus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Achelata', 'Palinuroidea', 'Palinuridae', 'Panulirus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Achelata', 'Palinuroidea', 'Palinuridae', 'Panulirus']"
Metopaulias depressus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Sesarmidae', 'Metopaulias']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Brachyura', 'Eubrachyura', 'Grapsoidea', 'Sesarmidae', 'Metopaulias']"
Gramastacus insolitus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Gramastacus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Gramastacus']"
Cherax sp. HMG-2016,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']"
Fenneropenaeus chinensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Fenneropenaeus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Fenneropenaeus']"
Litopenaeus vannamei,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Litopenaeus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Litopenaeus']"
Neomysis japonica,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Peracarida', 'Mysidacea', 'Mysida', 'Mysidae', 'Mysinae', 'Mysini', 'Neomysis']","['Eumalacostraca', 'Peracarida', 'Mysidacea', 'Mysida', 'Mysidae', 'Mysinae', 'Mysini', 'Neomysis']"
Upogebia yokoyai,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Gebiidea', 'Upogebiidae', 'Upogebia']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Gebiidea', 'Upogebiidae', 'Upogebia']"
Solenocera crassicornis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Solenoceridae', 'Solenocera']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Solenoceridae', 'Solenocera']"
Parapenaeopsis hardwickii,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Parapenaeopsis']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Parapenaeopsis']"
Stygobromus indentatus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Peracarida', 'Amphipoda', 'Senticaudata', 'Gammarida', 'Crangonyctidira', 'Crangonyctoidea', 'Crangonyctidae', 'Stygobromus']","['Eumalacostraca', 'Peracarida', 'Amphipoda', 'Senticaudata', 'Gammarida', 'Crangonyctidira', 'Crangonyctoidea', 'Crangonyctidae', 'Stygobromus']"
Munida gregaria,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Anomura', 'Galatheoidea', 'Munididae', 'Munida']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Anomura', 'Galatheoidea', 'Munididae', 'Munida']"
Trypaea australiensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Axiidea', 'Callianassidae', 'Trypaea']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Axiidea', 'Callianassidae', 'Trypaea']"
Metapenaeus ensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Metapenaeus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Dendrobranchiata', 'Penaeoidea', 'Penaeidae', 'Metapenaeus']"
Cherax holthuisi,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']"
Cherax bicarinatus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']"
Cherax boesemani,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Cherax']"
Astacopsis gouldi,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Astacopsis']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Astacopsis']"
Euastacus spinifer,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Euastacus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Euastacus']"
Nephrops norvegicus,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Nephropoidea', 'Nephropidae', 'Nephrops']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Nephropoidea', 'Nephropidae', 'Nephrops']"
Paranephrops planifrons,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Paranephrops']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Paranephrops']"
Euastacus yarraensis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Euastacus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Euastacus']"
Geocharax gracilis,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Geocharax']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Geocharax']"
Engaeus cunicularius,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Engaeus']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Astacidea', 'Parastacoidea', 'Parastacidae', 'Engaeus']"
Nautilocaris saintlaurentae,"['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Malacostraca', 'Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Caridea', 'Bresilioidea', 'Alvinocarididae', 'Nautilocaris']","['Eumalacostraca', 'Eucarida', 'Decapoda', 'Pleocyemata', 'Caridea', 'Bresilioidea', 'Alvinocarididae', 'Nautilocaris']"
